Area Name,Area Type,SOC Title,Standard Occupational Classification (SOC),SOC Major Group,SOC Classification,2022 Estimated Employment,2032 Projected Employment,Change,Percent Change,Annualized Percent Growth (Grow Rate),Exits,Transfers,Openings,Mean Annual,Entry Annual,25th Percentile Anual,Median Annual,75th Percentile Annual,Experienced Annual,Typical Education Required for Entry,Typical Work Experience Required in Related Occupation,Typical On-the-Job Training Required to Achieve Competency
Kentucky,State Level,"Child, Family, and School Social Workers",211021,21,,7365,7585,220,2.9871,0.2948,2422,3245,5887,46390,34170,37610,43510,50730,62560,Bachelor's degree,None,None
Kentucky,State Level,Healthcare Social Workers,211022,21,,1720,1884,164,9.5349,0.9149,667,847,1678,62040,41250,50020,60830,74040,80180,Master's degree,None,Internship/residency
Kentucky,State Level,Mental Health and Substance Abuse Social Workers,211023,21,,1190,1333,143,12.0168,1.1413,469,402,1014,49310,32430,36140,44820,56880,70460,Master's degree,None,Internship/residency
Kentucky,State Level,"Social Workers, All Other",211029,21,,732,763,31,4.235,0.4156,241,351,623,62670,37110,43480,46510,91100,99380,Bachelor's degree,None,None
Kentucky,State Level,Health Education Specialists,211091,21,,712,767,55,7.7247,0.7469,297,431,783,59430,35210,46750,57930,66620,83500,Bachelor's degree,None,None
Kentucky,State Level,Probation Officers and Correctional Treatment Specialists,211092,21,,936,949,13,1.3889,0.138,290,418,721,41270,34800,36520,38750,44530,51360,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,Social and Human Service Assistants,211093,21,,6644,7258,614,9.2414,0.8878,3065,3970,7649,38050,26100,30160,35650,42890,51690,High school diploma or equivalent,None,Short-term on-the-job training
Kentucky,State Level,Community Health Workers,211094,21,,1692,1912,220,13.0024,1.2299,724,1049,1993,49550,31280,36810,48170,57990,73530,High school diploma or equivalent,None,Short-term on-the-job training
Kentucky,State Level,"Community and Social Service Specialists, All Other",211099,21,,355,374,19,5.3521,0.5227,146,212,377,43330,31490,39240,42390,47220,56320,Bachelor's degree,None,None
Kentucky,State Level,Clergy,212011,21,,578,608,30,5.1903,0.5073,237,245,512,54510,36620,42670,50860,63480,72450,Bachelor's degree,None,Moderate-term on-the-job training
Kentucky,State Level,"Directors, Religious Activities and Education",212021,21,,40,41,1,2.5,0.2472,17,22,40,52270,25190,36530,45180,60820,88330,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,"Religious Workers, All Other",212099,21,,124,126,2,1.6129,0.1601,88,76,166,37740,29890,31780,36040,41580,47200,Bachelor's degree,None,None
Kentucky,State Level,Legal Occupations,230000,23,1st Degree,11909,12457,548,4.6016,0.4509,3423,3589,7560,92460,40000,49550,70200,118620,167310,,,
Kentucky,State Level,Lawyers,231011,23,,7489,7933,444,5.9287,0.5776,1793,1159,3396,112900,49050,64000,84800,138010,201890,Doctoral or professional degree,None,None
Kentucky,State Level,"Administrative Law Judges, Adjudicators, and Hearing Officers",231021,23,,347,351,4,1.1527,0.1147,81,52,137,64930,34410,37750,42950,72920,139650,Doctoral or professional degree,5 years or more,Short-term on-the-job training
Kentucky,State Level,"Judges, Magistrate Judges, and Magistrates",231023,23,,327,332,5,1.5291,0.1519,77,50,132,129330,84350,127840,130560,141400,156360,Doctoral or professional degree,5 years or more,Short-term on-the-job training
Kentucky,State Level,Paralegals and Legal Assistants,232011,23,,2894,2996,102,3.5245,0.347,1109,1866,3077,53910,37690,45630,49800,59790,74490,Associate degree,None,None
Kentucky,State Level,Educational Instruction and Library Occupations,250000,25,1st Degree,91922,93760,1838,1.9995,0.1982,40046,38378,80262,56440,28910,40140,51950,64390,83180,,,
Kentucky,State Level,"Business Teachers, Postsecondary",251011,25,,636,684,48,7.5472,0.7302,291,223,562,96730,38620,55460,80400,131800,167310,Doctoral or professional degree,None,None
Kentucky,State Level,"Computer Science Teachers, Postsecondary",251021,25,,255,270,15,5.8824,0.5732,116,89,220,89600,34360,60620,80700,105910,141960,Doctoral or professional degree,None,None
Kentucky,State Level,"Mathematical Science Teachers, Postsecondary",251022,25,,426,442,16,3.7559,0.3694,191,146,353,76190,45250,51630,65360,80820,126270,Doctoral or professional degree,None,None
Kentucky,State Level,"Engineering Teachers, Postsecondary",251032,25,,158,173,15,9.4937,0.9111,73,56,144,120330,55470,79380,106350,135810,205820,Doctoral or professional degree,None,None
Kentucky,State Level,"Agricultural Sciences Teachers, Postsecondary",251041,25,,276,291,15,5.4348,0.5306,125,96,236,91840,50060,64380,84580,101470,133740,Doctoral or professional degree,None,None
Kentucky,State Level,"Biological Science Teachers, Postsecondary",251042,25,,419,458,39,9.3079,0.894,193,148,380,82290,45630,53650,72360,101730,127930,Doctoral or professional degree,None,None
Kentucky,State Level,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",251051,25,,36,37,1,2.7778,0.2744,16,12,29,91430,52690,66910,74020,105140,184660,Doctoral or professional degree,None,None
Kentucky,State Level,"Chemistry Teachers, Postsecondary",251052,25,,162,168,6,3.7037,0.3643,73,56,135,100430,55270,63920,84800,133500,169580,Doctoral or professional degree,None,None
Kentucky,State Level,"Environmental Science Teachers, Postsecondary",251053,25,,66,69,3,4.5455,0.4455,30,23,56,110130,50100,61390,96320,133710,172790,Doctoral or professional degree,None,None
Kentucky,State Level,"Physics Teachers, Postsecondary",251054,25,,92,96,4,4.3478,0.4265,41,32,77,91560,46650,57880,79200,102970,174650,Doctoral or professional degree,None,None
Kentucky,State Level,"Anthropology and Archeology Teachers, Postsecondary",251061,25,,28,29,1,3.5714,0.3515,13,10,24,104730,58970,70060,102570,129820,162780,Doctoral or professional degree,None,None
Kentucky,State Level,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",251062,25,,131,137,6,4.5802,0.4488,59,45,110,78420,39070,64800,65810,87960,128190,Doctoral or professional degree,None,None
Kentucky,State Level,"Economics Teachers, Postsecondary",251063,25,,112,117,5,4.4643,0.4377,50,39,94,125810,49620,66060,103240,163380,212120,Doctoral or professional degree,None,None
Kentucky,State Level,"Geography Teachers, Postsecondary",251064,25,,12,13,1,8.3333,0.8036,6,4,11,87240,51290,70030,80910,106490,118640,Doctoral or professional degree,None,None
Kentucky,State Level,"Political Science Teachers, Postsecondary",251065,25,,58,61,3,5.1724,0.5056,26,20,49,98590,45910,61280,80090,109860,179820,Doctoral or professional degree,None,None
Kentucky,State Level,"Psychology Teachers, Postsecondary",251066,25,,359,380,21,5.8496,0.5701,163,125,309,80820,45390,59500,67320,100980,128920,Doctoral or professional degree,None,None
Kentucky,State Level,"Sociology Teachers, Postsecondary",251067,25,,117,122,5,4.2735,0.4193,53,40,98,86000,34210,48940,76800,107070,140750,Doctoral or professional degree,None,None
Kentucky,State Level,"Social Sciences Teachers, Postsecondary, All Other",251069,25,,159,164,5,3.1447,0.3101,71,54,130,76510,48760,50450,61640,77940,122860,Doctoral or professional degree,None,None
Kentucky,State Level,"Health Specialties Teachers, Postsecondary",251071,25,,735,879,144,19.5918,1.8052,355,272,771,112850,49030,63720,82420,130670,209870,Doctoral or professional degree,Less than 5 years,None
Kentucky,State Level,"Nursing Instructors and Teachers, Postsecondary",251072,25,,700,831,131,18.7143,1.7303,337,258,726,79370,49490,60770,78190,97200,113860,Doctoral or professional degree,Less than 5 years,None
Kentucky,State Level,"Education Teachers, Postsecondary",251081,25,,684,713,29,4.2398,0.4161,308,236,573,71550,39010,49410,61790,83200,105680,Doctoral or professional degree,Less than 5 years,None
Kentucky,State Level,"Library Science Teachers, Postsecondary",251082,25,,93,98,5,5.3763,0.5251,42,32,79,65310,45820,52720,61180,79310,84490,Doctoral or professional degree,None,None
Kentucky,State Level,"Criminal Justice and Law Enforcement Teachers, Postsecondary",251111,25,,133,137,4,3.0075,0.2968,59,46,109,67060,38300,49960,62540,79710,103930,Doctoral or professional degree,None,None
Kentucky,State Level,"Law Teachers, Postsecondary",251112,25,,19,20,1,5.2632,0.5143,9,7,17,115570,41050,49010,105250,137220,211910,Doctoral or professional degree,Less than 5 years,None
Kentucky,State Level,"Social Work Teachers, Postsecondary",251113,25,,257,269,12,4.6693,0.4574,116,89,217,68710,40430,50160,62030,78940,100030,Doctoral or professional degree,None,None
Kentucky,State Level,"Art, Drama, and Music Teachers, Postsecondary",251121,25,,735,762,27,3.6735,0.3614,330,252,609,68630,39560,50080,64640,79000,99490,Master's degree,None,None
Kentucky,State Level,"Communications Teachers, Postsecondary",251122,25,,261,272,11,4.2146,0.4137,117,90,218,70010,39270,50720,62680,78680,102670,Doctoral or professional degree,None,None
Kentucky,State Level,"English Language and Literature Teachers, Postsecondary",251123,25,,406,413,7,1.7241,0.1711,180,138,325,70610,40860,48520,63080,79340,99490,Doctoral or professional degree,None,None
Kentucky,State Level,"Foreign Language and Literature Teachers, Postsecondary",251124,25,,119,121,2,1.6807,0.1668,53,40,95,75190,46750,61090,67070,81730,106510,Doctoral or professional degree,None,None
Kentucky,State Level,"History Teachers, Postsecondary",251125,25,,162,165,3,1.8519,0.1837,72,55,130,82900,47750,59820,78570,101420,122200,Doctoral or professional degree,None,None
Kentucky,State Level,"Philosophy and Religion Teachers, Postsecondary",251126,25,,366,378,12,3.2787,0.3231,164,125,301,79370,58440,64730,78650,86200,101470,Doctoral or professional degree,None,None
Kentucky,State Level,"Family and Consumer Sciences Teachers, Postsecondary",251192,25,,143,150,7,4.8951,0.4791,65,49,121,68940,39270,50680,63350,80530,98200,Doctoral or professional degree,None,None
Kentucky,State Level,"Recreation and Fitness Studies Teachers, Postsecondary",251193,25,,159,165,6,3.7736,0.3711,71,55,132,69620,37760,47980,62960,79240,103800,Doctoral or professional degree,None,None
Kentucky,State Level,"Career/Technical Education Teachers, Postsecondary",251194,25,,2187,2180,-7,-0.3201,-0.0321,962,736,1691,49780,33940,40140,47400,55190,65920,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,"Postsecondary Teachers, All Other",251199,25,,2168,2257,89,4.1052,0.4031,974,746,1809,78410,38010,48580,77640,101590,129050,Doctoral or professional degree,None,None
Kentucky,State Level,"Preschool Teachers, Except Special Education",252011,25,,2746,2873,127,4.6249,0.4531,1285,1658,3070,39520,23680,27860,33940,49500,61480,Associate degree,None,None
Kentucky,State Level,"Kindergarten Teachers, Except Special Education",252012,25,,2394,2417,23,0.9607,0.0957,1101,1419,2543,57770,41840,49250,59430,63700,77320,Bachelor's degree,None,None
Kentucky,State Level,"Elementary School Teachers, Except Special Education",252021,25,,16947,17158,211,1.2451,0.1238,5726,5605,11542,57370,41410,49420,59150,63420,77160,Bachelor's degree,None,None
Kentucky,State Level,"Middle School Teachers, Except Special and Career/Technical Education",252022,25,,7774,7880,106,1.3635,0.1355,2628,2573,5307,58060,41920,49900,59560,64130,80610,Bachelor's degree,None,None
Kentucky,State Level,"Career/Technical Education Teachers, Middle School",252023,25,,32,32,0,0,0,11,11,22,61940,52580,64500,64500,64500,66030,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,"Secondary School Teachers, Except Special and Career/Technical Education",252031,25,,11692,11877,185,1.5823,0.1571,3419,3801,7405,60460,42320,50440,62040,65270,80380,Bachelor's degree,None,None
Kentucky,State Level,"Career/Technical Education Teachers, Secondary School",252032,25,,264,266,2,0.7576,0.0755,77,85,164,61600,45870,50750,60300,69470,81460,Bachelor's degree,Less than 5 years,None
Kentucky,State Level,"Special Education Teachers, Kindergarten and Elementary School",252052,25,,3326,3339,13,0.3909,0.039,1116,1103,2232,56690,41560,49140,56600,62800,68210,Bachelor's degree,None,None
Kentucky,State Level,"Special Education Teachers, Middle School",252057,25,,1570,1575,5,0.3185,0.0318,527,520,1052,56290,42000,49020,53350,63250,68660,Bachelor's degree,None,None
Kentucky,State Level,"Special Education Teachers, Secondary School",252058,25,,2126,2145,19,0.8937,0.089,715,707,1441,57990,42850,49660,60070,63770,74560,Bachelor's degree,None,None
Kentucky,State Level,"Special Education Teachers, All Other",252059,25,,345,352,7,2.029,0.2011,117,115,239,63430,48750,52190,62640,74430,83490,Bachelor's degree,None,None
Kentucky,State Level,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",253011,25,,500,441,-59,-11.8,-1.2478,294,267,502,44460,31050,38470,44370,49080,53720,Bachelor's degree,None,None
Kentucky,State Level,Self-Enrichment Teachers,253021,25,,1599,1641,42,2.6266,0.2596,1011,920,1973,41170,22210,28040,37300,49830,64940,High school diploma or equivalent,Less than 5 years,None
Kentucky,State Level,"Substitute Teachers, Short-Term",253031,25,,99,105,6,6.0606,0.5901,64,58,128,31250,22590,25210,27490,30090,48750,Bachelor's degree,None,None
Kentucky,State Level,Tutors,253041,25,,1027,1075,48,4.6738,0.4578,954,818,1820,34900,18710,25170,33100,44060,52450,"Some college, no degree",None,None
Kentucky,State Level,"Teachers and Instructors, All Other",253099,25,,3174,3243,69,2.1739,0.2153,2002,1821,3892,54560,28710,38230,51100,67040,81340,Bachelor's degree,None,None
Kentucky,State Level,Archivists,254011,25,,96,107,11,11.4583,1.0907,63,57,131,42880,28850,32640,37900,56020,61030,Master's degree,None,None
Kentucky,State Level,Curators,254012,25,,164,181,17,10.3659,0.9912,106,97,220,50790,30740,40700,45920,60900,76000,Master's degree,None,None
Kentucky,State Level,Museum Technicians and Conservators,254013,25,,106,119,13,12.2642,1.1636,69,63,145,35850,28700,30250,33370,35480,44920,Bachelor's degree,None,None
Kentucky,State Level,Librarians and Media Collections Specialists,254022,25,,1852,1909,57,3.0778,0.3036,1029,712,1798,61830,37440,49540,64050,72040,81900,Master's degree,None,None
Kentucky,State Level,Library Technicians,254031,25,,923,872,-51,-5.5255,-0.5668,900,590,1439,34530,25550,30490,33050,37230,46820,Postsecondary nondegree award,None,None
Kentucky,State Level,Farm and Home Management Educators,259021,25,,737,710,-27,-3.6635,-0.3725,334,284,591,59050,43280,47920,57910,67230,78440,Master's degree,None,None
Kentucky,State Level,Instructional Coordinators,259031,25,,2499,2563,64,2.561,0.2532,1167,992,2223,66350,44940,49940,61160,79590,98830,Master's degree,5 years or more,None
Kentucky,State Level,"Teaching Assistants, Postsecondary",259044,25,,1201,1258,57,4.746,0.4648,701,727,1485,44610,29880,31280,47750,48580,65790,Bachelor's degree,None,None
Kentucky,State Level,"Teaching Assistants, Except Postsecondary",259045,25,,13306,13433,127,0.9545,0.095,7621,7904,15652,30730,22940,24900,29620,34970,39520,"Some college, no degree",None,None
Kentucky,State Level,"Educational Instruction and Library Workers, All Other",259099,25,,2527,2600,73,2.8888,0.2852,1182,1005,2260,51620,23380,32470,47080,64640,83580,Bachelor's degree,None,None
Kentucky,State Level,"Arts, Design, Entertainment, Sports, and Media Occupations",270000,27,1st Degree,22205,22952,747,3.3641,0.3314,9014,12794,22555,53680,26410,31800,43570,61980,84720,,,
Kentucky,State Level,Art Directors,271011,27,,550,562,12,2.1818,0.2161,254,265,531,77600,48940,59700,73640,91470,104950,Bachelor's degree,5 years or more,None
Kentucky,State Level,Craft Artists,271012,27,,125,133,8,6.4,0.6223,59,61,128,36510,18040,29680,34720,39370,45850,No formal educational credential,None,Long-term on-the-job training
Kentucky,State Level,"Fine Artists, Including Painters, Sculptors, and Illustrators",271013,27,,304,313,9,2.9605,0.2922,141,147,297,35140,22450,28070,29370,40260,52000,Bachelor's degree,None,Long-term on-the-job training
Kentucky,State Level,"Artists and Related Workers, All Other",271019,27,,161,172,11,6.8323,0.6631,76,79,166,53510,40050,42900,43930,57120,85570,No formal educational credential,None,Long-term on-the-job training
